version,caseid,profile_gender,profile_age,profile_racethnicity,profile_educ5,profile_marital,profile_employ,profile_income,profile_state,profile_region4,profile_region9,profile_metro,profile_internet,profile_housing,profile_home_type,profile_phoneservice,profile_hhsize,profile_hh01,profile_hh25,profile_hh612,profile_hh1317,profile_hh18ov,profile_genhealth,profile_veteran,profile_lgbt,profile_relig,profile_born,profile_lang_other1,profile_newstv,profile_newsradio,profile_newsonline,profile_newsmobile,profile_newskeepup,profile_socmedia1_t,profile_socmedia1_f,profile_socmedia1_i,profile_socmedia1_s,profile_socmedia2_t,profile_socmedia2_f,profile_socmedia2_i,profile_socmedia2_s,profile_hl032,w1congdist,w2congdist,vote20d1
ANES 2020-22 Social Media Study 20230705,2135,1,74,1,5,1,5,15,NV,4,8,1,1,2,1,2,2,0,0,0,0,1,3,2,2,14,2,2,1,2,1,1,1,1,1,1,2,1,1,2,-1,1,NV - Congressional District 2,NV - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,2136,1,63,1,4,3,1,11,CO,4,8,1,1,1,3,4,1,0,0,0,0,1,5,2,2,9,-1,2,1,1,1,2,2,2,1,2,2,-1,2,-1,-1,1,CO - Congressional District 2,CO - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,2137,2,69,1,5,1,5,14,MN,2,4,1,1,1,3,2,3,0,0,0,0,3,3,2,2,11,-1,2,2,1,1,1,1,1,1,2,2,2,1,-1,-1,1,MN - Congressional District 5,MN - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,2138,2,63,1,3,2,5,7,CA,4,9,1,0,1,2,4,1,0,0,0,0,1,5,2,2,12,2,-1,-1,-1,-1,-1,-1,2,1,2,2,-1,-1,-1,-1,1,CA - Congressional District 49,CA - Congressional District 49,1
ANES 2020-22 Social Media Study 20230705,2139,2,58,1,2,1,2,10,KS,2,4,0,1,1,1,2,5,0,0,1,2,2,2,2,2,14,1,2,1,1,1,1,3,2,2,2,2,-1,-1,-1,-1,1,KS - Congressional District 4,KS - Congressional District 4,3
ANES 2020-22 Social Media Study 20230705,2140,1,27,1,4,5,1,9,MI,2,3,1,1,2,3,4,3,0,0,0,0,3,4,2,2,11,-1,2,1,1,1,1,2,2,1,2,1,-1,1,-1,1,1,MI - Congressional District 2,MI - Congressional District 2,4
ANES 2020-22 Social Media Study 20230705,2141,1,52,2,2,1,7,10,OK,3,7,1,1,2,1,3,2,0,0,0,0,2,4,1,2,11,-1,2,1,1,1,1,2,2,2,2,2,-1,-1,-1,-1,2,OK - Congressional District 1,OK - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,2142,1,26,4,1,5,2,3,NM,4,8,1,0,2,3,4,2,0,0,0,0,2,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,NM - Congressional District 1,NM - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,2143,1,65,2,4,3,5,2,TX,3,7,1,1,2,3,4,1,0,0,0,0,1,5,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,1,-1,-1,1,TX - Congressional District 15,TX - Congressional District 15,2
ANES 2020-22 Social Media Study 20230705,2144,2,73,1,4,5,5,14,WI,2,3,1,1,1,3,3,1,0,0,0,0,1,3,2,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,-1,1,1,WI - Congressional District 6,WI - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,2145,1,70,1,5,1,4,15,AZ,4,8,1,1,1,1,2,2,0,0,0,0,2,5,1,2,12,1,2,1,1,1,1,1,1,1,2,2,1,1,-1,-1,1,AZ - Congressional District 9,AZ - Congressional District 9,1
ANES 2020-22 Social Media Study 20230705,2146,2,53,4,2,1,1,12,MO,2,4,0,1,1,1,2,2,0,0,0,0,2,4,2,2,1,1,2,2,1,2,1,2,2,1,2,2,-1,1,-1,-1,1,MO - Congressional District 6,MO - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,2147,2,35,1,3,6,1,5,TX,3,7,0,1,2,1,4,6,0,2,0,0,4,3,2,2,12,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,TX - Congressional District 19,TX - Congressional District 19,1
ANES 2020-22 Social Media Study 20230705,2148,1,35,1,3,1,1,9,VA,3,5,0,1,1,1,4,4,0,0,0,0,1,3,2,2,12,1,2,2,1,2,1,3,2,1,1,2,-1,1,1,-1,1,VA - Congressional District 6,VA - Congressional District 6,3
ANES 2020-22 Social Media Study 20230705,2149,2,40,1,4,5,2,9,SC,3,5,1,1,2,1,4,3,0,0,0,0,1,4,2,2,14,2,2,2,1,1,1,2,1,1,1,2,1,1,1,-1,1,SC - Congressional District 6,SC - Congressional District 1,3
ANES 2020-22 Social Media Study 20230705,2150,1,66,1,5,1,5,11,WI,2,3,1,1,1,1,1,2,0,0,0,0,1,4,2,2,1,2,2,1,2,2,2,1,2,2,2,2,-1,-1,-1,-1,1,WI - Congressional District 2,WI - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,2151,1,80,1,2,1,5,11,KY,3,6,1,1,1,1,2,2,0,0,0,0,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,-1,2,-1,-1,1,KY - Congressional District 4,KY - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,2152,2,40,4,2,1,1,7,NJ,1,2,1,1,1,1,4,2,0,0,0,0,2,2,2,2,12,2,2,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,NJ - Congressional District 12,-6,2
ANES 2020-22 Social Media Study 20230705,2153,1,30,1,2,1,1,7,NV,4,8,0,1,1,1,4,6,0,2,0,0,4,4,1,2,14,2,2,2,1,1,1,2,2,1,2,2,-1,1,-1,-1,2,NV - Congressional District 2,ID - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,2154,1,62,1,5,3,1,10,ID,4,8,1,1,1,4,4,3,0,0,0,0,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,-1,1,-1,-1,1,ID - Congressional District 2,ID - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,2155,2,44,4,4,1,5,11,CA,4,9,1,1,1,1,2,3,0,0,0,0,1,2,2,2,12,2,2,1,1,1,1,1,2,1,1,1,-1,1,1,1,1,CA - Congressional District 13,CA - Congressional District 13,2
ANES 2020-22 Social Media Study 20230705,2156,1,48,1,5,1,2,16,MN,2,4,1,1,1,1,4,6,0,0,2,2,3,3,2,2,10,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,MN - Congressional District 4,MN - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,2157,1,66,1,4,5,1,9,IN,2,3,1,1,1,1,4,1,0,0,0,0,1,4,2,2,11,-1,2,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,IN - Congressional District 6,IN - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,2158,2,60,2,2,1,6,9,NY,1,2,1,1,2,3,2,4,0,0,0,0,2,4,2,2,1,1,2,1,2,1,1,2,2,1,2,1,-1,1,-1,1,1,NY - Congressional District 23,-6,2
ANES 2020-22 Social Media Study 20230705,2159,2,28,1,3,1,1,14,ID,4,8,1,1,1,1,4,2,0,0,0,0,2,3,2,2,11,-1,2,2,1,1,1,3,2,1,2,2,-1,1,-1,-1,1,ID - Congressional District 2,ID - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,2160,1,54,1,5,1,1,13,CA,4,9,1,1,1,1,2,3,0,0,0,0,3,5,2,2,11,-1,2,2,1,1,2,1,2,1,2,2,-1,1,-1,-1,1,CA - Congressional District 13,CA - Congressional District 13,2
ANES 2020-22 Social Media Study 20230705,2161,2,19,1,1,5,1,10,OR,4,9,1,1,2,3,4,4,0,0,1,0,3,5,2,3,9,-1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,MT - Congressional District (at Large),MT - Congressional District (at Large),2
ANES 2020-22 Social Media Study 20230705,2162,2,41,4,1,1,3,7,NV,4,8,1,1,2,3,4,4,0,0,1,0,2,3,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,-1,-1,1,NV - Congressional District 3,NV - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,2163,1,22,1,3,5,4,5,ID,4,8,0,1,2,3,4,4,0,0,0,0,1,4,2,2,11,-1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,ID - Congressional District 1,ID - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,2164,1,27,1,5,6,1,13,ME,1,1,1,1,2,3,4,2,0,0,0,0,2,5,2,2,10,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,ME - Congressional District 2,ME - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,2165,1,20,4,3,5,1,5,TX,3,7,1,0,2,1,4,2,0,0,0,0,2,5,2,2,12,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,TX - Congressional District 35,-6,2
ANES 2020-22 Social Media Study 20230705,2166,2,78,2,2,1,5,8,WI,2,3,1,1,1,1,3,3,0,0,0,0,3,3,2,2,1,2,2,1,2,2,2,1,2,1,2,2,-1,1,-1,-1,1,WI - Congressional District 4,WI - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,2167,2,49,1,3,1,1,12,MN,2,4,1,1,1,1,4,4,0,0,1,1,2,4,1,2,12,2,2,2,2,1,1,2,1,1,2,1,2,2,-1,2,1,MN - Congressional District 1,MN - Congressional District 1,3
ANES 2020-22 Social Media Study 20230705,2168,1,72,1,4,1,6,10,FL,3,5,1,1,2,1,1,2,0,0,0,0,2,3,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,-1,1,FL - Congressional District 1,FL - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,2169,1,57,3,4,1,1,11,VA,3,5,1,1,1,1,1,3,0,0,0,0,1,5,2,2,11,-1,2,1,1,1,2,1,2,1,2,2,-1,1,-1,-1,1,VA - Congressional District 9,VA - Congressional District 9,2
ANES 2020-22 Social Media Study 20230705,2170,1,62,1,2,5,2,11,ND,2,4,0,1,1,1,1,1,0,0,0,0,1,5,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,-1,-1,2,ND - Congressional District (at Large),ND - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,2171,2,39,4,2,3,1,4,CA,4,9,1,1,2,3,2,5,0,0,0,0,4,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,-1,1,1,-1,1,CA - Congressional District 34,CA - Congressional District 34,1
ANES 2020-22 Social Media Study 20230705,2172,1,66,1,2,1,5,6,CO,4,8,1,1,1,1,1,2,0,0,0,0,2,4,2,2,9,-1,2,1,2,1,2,1,2,1,2,2,-1,1,-1,-1,1,CO - Congressional District 3,CO - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,2173,1,44,1,2,1,1,14,AR,3,7,1,0,1,1,4,3,0,0,0,0,3,3,2,2,12,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,AR - Congressional District 2,AR - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,2174,1,40,1,3,1,1,11,MI,2,3,1,1,1,1,4,6,0,1,1,1,3,4,2,2,10,-1,2,1,2,2,1,2,2,1,2,2,-1,1,-1,-1,1,MI - Congressional District 4,MI - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,2175,1,60,3,5,1,1,13,OR,4,9,1,1,1,1,2,3,0,0,0,0,1,3,2,2,11,-1,2,2,2,1,1,2,2,1,2,2,-1,2,-1,-1,1,OR - Congressional District 4,OR - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,2176,1,43,4,2,1,1,6,CA,4,9,1,1,2,1,4,4,0,0,0,0,4,3,2,2,2,2,1,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 43,CA - Congressional District 43,2
ANES 2020-22 Social Media Study 20230705,2177,1,23,4,2,1,1,5,PA,1,2,1,1,2,3,4,6,0,0,0,1,4,3,2,2,1,1,1,1,2,2,1,2,2,1,1,1,-1,1,2,2,-1,PA - Congressional District 11,PA - Congressional District 11,2
ANES 2020-22 Social Media Study 20230705,2178,2,69,1,5,3,5,9,GA,3,5,1,1,1,1,2,2,0,0,0,0,2,2,2,2,12,2,2,1,2,1,1,1,2,1,1,2,-1,2,2,-1,1,GA - Congressional District 7,GA - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,2179,2,63,1,3,2,6,6,IN,2,3,0,1,1,1,2,1,0,0,0,0,1,2,2,2,12,2,2,1,2,1,1,1,1,1,2,2,1,1,-1,-1,1,IN - Congressional District 6,IN - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,2180,2,69,4,4,1,1,18,OH,2,3,1,1,1,1,2,3,0,0,0,0,3,4,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,-1,-1,1,OH - Congressional District 13,OH - Congressional District 13,1
ANES 2020-22 Social Media Study 20230705,2181,1,57,1,5,1,1,11,CA,4,9,1,1,1,1,2,2,0,0,0,0,2,3,2,2,1,1,2,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,CA - Congressional District 7,CA - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,2182,1,60,1,3,2,1,11,NJ,1,2,1,1,1,2,3,2,0,0,0,0,2,5,2,2,2,2,1,1,1,2,2,4,2,1,2,2,-1,2,-1,-1,1,NJ - Congressional District 1,NJ - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,2183,1,41,1,5,1,1,11,CA,4,9,1,1,2,1,4,5,0,1,2,0,2,4,2,2,12,2,1,1,1,1,1,2,1,2,1,2,2,-1,2,-1,1,CA - Congressional District 50,-6,1
ANES 2020-22 Social Media Study 20230705,2184,2,20,4,1,5,7,3,TX,3,7,1,1,3,4,4,4,0,0,0,1,3,3,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,TX - Congressional District 11,TX - Congressional District 11,2
ANES 2020-22 Social Media Study 20230705,2185,1,80,1,4,1,2,13,OK,3,7,1,1,1,1,2,2,0,0,0,0,2,4,2,2,1,1,2,2,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,OK - Congressional District 4,OK - Congressional District 4,3
ANES 2020-22 Social Media Study 20230705,2186,2,57,1,3,1,1,14,GA,3,5,1,1,1,1,4,2,0,0,0,0,2,4,2,2,1,1,2,1,1,1,1,2,2,1,2,2,-1,2,-1,-1,1,GA - Congressional District 7,GA - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,2187,1,62,1,4,1,2,14,SD,2,4,0,1,1,1,2,3,0,0,0,0,3,4,2,2,12,1,2,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,SD - Congressional District (at Large),SD - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,2188,2,21,1,3,5,4,16,CA,4,9,1,1,1,1,2,5,0,0,0,0,2,4,2,2,11,-1,2,2,2,2,2,2,2,1,1,1,-1,1,1,1,1,CA - Congressional District 48,CA - Congressional District 48,4
ANES 2020-22 Social Media Study 20230705,2189,2,49,1,5,1,1,13,MO,2,4,1,1,1,1,4,4,0,0,0,1,3,3,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,-1,1,MO - Congressional District 2,MO - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,2190,1,62,1,4,1,5,15,TN,3,6,0,1,1,1,2,2,0,0,0,0,2,3,2,2,1,1,2,1,2,2,1,2,2,1,2,2,-1,1,-1,-1,1,TN - Congressional District 1,TN - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,2191,1,59,1,3,3,6,10,AR,3,7,0,0,2,3,4,1,0,0,0,0,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,AR - Congressional District 4,AR - Congressional District 4,3
ANES 2020-22 Social Media Study 20230705,2192,2,33,1,2,1,7,7,MD,3,5,1,0,1,1,2,6,0,0,0,0,2,2,2,2,11,-1,2,2,2,2,2,2,2,1,2,2,-1,1,-1,-1,1,MD - Congressional District 6,MD - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,2193,2,30,4,4,6,1,16,NY,1,2,1,1,2,3,4,6,0,0,1,1,4,5,2,2,2,2,1,1,2,1,1,1,2,1,1,1,-1,2,1,1,1,NY - Congressional District 15,NY - Congressional District 15,2
ANES 2020-22 Social Media Study 20230705,2194,1,52,1,5,1,1,13,NE,2,4,1,1,1,2,4,3,0,0,0,0,3,4,2,2,1,1,2,2,2,1,1,2,2,1,1,2,-1,1,1,-1,1,NE - Congressional District 1,NE - Congressional District 1,3
ANES 2020-22 Social Media Study 20230705,2195,2,31,1,5,1,1,14,VA,3,5,1,1,2,3,4,3,1,0,0,0,2,4,2,2,12,2,2,1,2,1,1,2,2,1,1,1,-1,1,1,1,1,VA - Congressional District 5,MD - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,2196,1,32,3,4,1,2,11,CA,4,9,1,1,2,3,2,4,0,2,0,0,2,4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,CA - Congressional District 33,-6,2
ANES 2020-22 Social Media Study 20230705,2197,2,44,2,5,5,4,5,AL,3,6,0,1,1,4,4,1,0,0,0,0,1,4,1,2,12,1,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,AL - Congressional District 2,AL - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,2198,2,69,1,3,1,5,11,IL,2,3,1,0,1,1,4,2,0,0,0,0,1,4,2,2,1,2,2,1,2,2,2,2,2,1,2,2,-1,1,-1,-1,1,IL - Congressional District 17,-6,2
ANES 2020-22 Social Media Study 20230705,2199,2,42,1,4,1,2,9,ME,1,1,0,1,1,3,2,2,0,0,0,0,2,3,2,2,11,-1,2,1,1,2,2,2,2,1,1,2,-1,1,1,-1,2,ME - Congressional District 1,ME - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,2200,1,30,1,5,5,1,11,CA,4,9,1,1,2,3,4,1,0,0,0,0,1,5,2,2,2,2,2,2,2,1,1,4,1,1,1,2,1,1,1,-1,1,CA - Congressional District 39,CA - Congressional District 39,1
ANES 2020-22 Social Media Study 20230705,2201,1,33,1,5,1,1,17,CA,4,9,1,1,1,1,4,4,0,2,0,0,2,5,2,2,10,-1,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 15,CA - Congressional District 15,2
ANES 2020-22 Social Media Study 20230705,2202,2,41,1,4,1,1,11,MO,2,4,0,1,1,1,4,3,0,0,0,0,2,4,2,2,1,1,2,2,2,2,2,3,2,1,1,2,-1,1,1,-1,1,MO - Congressional District 4,MO - Congressional District 4,3
ANES 2020-22 Social Media Study 20230705,2203,1,31,1,5,5,1,11,IL,2,3,1,1,1,1,4,3,0,0,0,0,1,1,2,2,11,-1,2,2,2,1,1,1,2,1,1,1,-1,1,1,1,1,IL - Congressional District 11,IL - Congressional District 11,2
ANES 2020-22 Social Media Study 20230705,2204,2,61,1,4,1,5,17,AK,4,9,1,1,1,1,3,3,0,0,0,0,3,2,2,2,1,1,2,2,2,1,1,3,2,2,2,2,-1,-1,-1,-1,1,AK - Congressional District (at Large),AK - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,2205,1,55,1,5,3,1,13,NY,1,2,1,1,1,1,4,1,0,0,0,0,1,4,1,3,9,-1,1,1,1,1,1,1,1,2,1,1,2,-1,2,2,1,NY - Congressional District 21,NY - Congressional District 21,2
ANES 2020-22 Social Media Study 20230705,2206,2,24,1,2,5,1,8,NY,1,2,1,1,2,3,4,3,0,0,0,0,3,5,2,3,11,-1,2,2,2,1,1,4,2,1,2,2,-1,2,-1,-1,1,NY - Congressional District 12,NY - Congressional District 12,2
ANES 2020-22 Social Media Study 20230705,2207,1,30,4,1,1,3,3,AL,3,6,1,1,1,4,4,6,0,0,0,0,2,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,2,1,2,2,-1,-1,-1,-1,-1,AL - Congressional District 1,-6,1
ANES 2020-22 Social Media Study 20230705,2208,2,35,1,4,5,1,15,TN,3,6,1,1,1,1,2,6,0,0,0,4,4,4,2,2,14,2,2,2,2,2,1,2,1,1,1,2,1,2,1,-1,1,TN - Congressional District 5,TN - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,2209,1,51,1,5,1,7,14,CA,4,9,1,1,1,1,2,6,0,0,0,0,1,3,1,2,1,1,2,1,2,2,1,3,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 4,CA - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,2210,1,42,4,3,5,2,11,CA,4,9,1,1,2,3,4,2,0,0,0,0,2,4,2,1,12,2,1,1,1,1,1,1,1,1,2,2,2,1,-1,-1,1,CA - Congressional District 43,CA - Congressional District 43,2
ANES 2020-22 Social Media Study 20230705,2211,2,25,1,2,5,2,5,OH,2,3,1,1,1,1,1,2,0,0,0,0,2,4,2,3,14,2,2,2,2,1,1,4,1,1,1,1,2,1,1,1,1,OH - Congressional District 11,OH - Congressional District 11,1
ANES 2020-22 Social Media Study 20230705,2212,2,34,4,2,4,2,2,TN,3,6,0,0,2,3,4,4,0,0,0,0,2,2,2,2,12,1,2,1,2,1,1,2,2,1,2,2,-1,2,-1,-1,1,TN - Congressional District 3,TN - Congressional District 3,4
ANES 2020-22 Social Media Study 20230705,2213,1,65,1,3,1,1,13,TX,3,7,1,1,1,1,1,4,0,0,0,0,2,4,1,2,1,1,2,1,1,1,2,1,2,2,2,2,-1,-1,-1,-1,1,TX - Congressional District 8,TX - Congressional District 8,1
ANES 2020-22 Social Media Study 20230705,2214,2,59,1,3,1,1,11,AZ,4,8,1,1,1,1,4,3,0,0,0,0,3,5,2,2,12,1,2,1,1,2,1,2,2,2,2,2,-1,-1,-1,-1,1,AZ - Congressional District 7,AZ - Congressional District 7,3
ANES 2020-22 Social Media Study 20230705,2215,2,60,4,3,3,6,9,CA,4,9,1,1,2,3,4,2,0,0,0,0,2,1,2,2,12,2,2,1,2,2,2,2,1,1,1,2,2,1,1,-1,1,CA - Congressional District 4,CA - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,2216,1,80,1,3,1,5,11,WV,3,5,1,1,1,1,3,2,0,0,0,0,2,3,1,2,2,2,2,1,2,1,2,1,2,1,2,2,-1,1,-1,-1,1,WV - Congressional District 1,WV - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,2217,2,48,1,5,1,1,17,OH,2,3,0,0,1,1,4,6,0,0,0,0,4,4,1,2,1,2,-1,1,2,1,1,2,2,1,2,2,-1,-1,-1,-1,1,OH - Congressional District 6,OH - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,2218,1,69,1,4,1,5,10,CA,4,9,1,1,1,1,3,2,0,0,0,0,1,3,1,2,1,2,2,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,CA - Congressional District 1,CA - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,2219,1,51,1,1,6,2,5,MI,2,3,0,1,1,1,4,5,0,0,0,2,3,3,2,2,1,2,2,1,1,2,2,2,2,1,2,1,-1,2,-1,2,1,MI - Congressional District 1,-6,1
ANES 2020-22 Social Media Study 20230705,2220,2,41,2,3,5,6,3,AZ,4,8,1,1,1,1,2,6,0,0,0,2,3,3,2,2,1,1,2,2,2,1,1,1,2,2,1,2,-1,-1,2,-1,1,AZ - Congressional District 7,AZ - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,2221,2,71,4,3,1,5,14,CA,4,9,1,1,1,1,3,3,0,0,0,0,3,4,2,2,11,-1,2,1,2,1,1,1,2,1,2,2,-1,2,-1,-1,1,CA - Congressional District 47,CA - Congressional District 47,2
ANES 2020-22 Social Media Study 20230705,2222,2,31,4,3,5,1,3,CT,1,1,1,1,2,2,2,3,0,0,0,2,1,3,2,2,2,2,2,2,1,1,1,3,1,1,1,1,-7,-7,-7,-7,1,CT - Congressional District 3,CT - Congressional District 3,3
ANES 2020-22 Social Media Study 20230705,2223,1,28,1,4,6,1,13,ME,1,1,1,1,1,1,2,2,0,0,0,0,2,3,2,2,11,-1,2,2,2,1,1,2,2,1,1,1,-1,1,2,1,1,ME - Congressional District 1,ME - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,2224,1,61,1,4,1,1,10,OH,2,3,1,1,1,1,3,3,0,0,0,0,3,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,-1,-1,-1,1,OH - Congressional District 11,OH - Congressional District 11,2
ANES 2020-22 Social Media Study 20230705,2225,2,71,1,5,1,5,18,NJ,1,2,1,1,2,1,3,3,0,0,0,0,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,NJ - Congressional District 6,NJ - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,2226,1,54,1,3,1,1,15,OH,2,3,1,1,1,1,4,2,0,0,0,0,2,3,1,2,1,1,2,2,2,1,1,2,2,1,2,2,-1,1,-1,-1,1,OH - Congressional District 7,OH - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,2227,1,46,4,2,5,2,9,CO,4,8,1,1,2,1,4,2,0,0,0,0,2,4,2,2,2,2,2,1,2,1,1,3,1,1,1,1,2,1,1,1,2,CO - Congressional District 1,CO - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,2228,1,33,1,3,1,1,13,TX,3,7,1,0,1,1,4,6,0,1,1,2,2,3,2,2,11,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,TX - Congressional District 11,TX - Congressional District 11,1
ANES 2020-22 Social Media Study 20230705,2229,1,54,1,4,1,1,8,AZ,4,8,1,1,1,1,2,3,0,0,0,1,2,3,2,2,1,1,2,2,1,1,1,2,2,2,2,2,-1,-1,-1,-1,1,AZ - Congressional District 4,AZ - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,2230,2,31,4,3,1,1,11,CA,4,9,1,1,1,1,4,6,0,1,1,1,4,5,2,2,11,-1,1,1,1,1,1,1,2,1,1,1,-1,1,1,1,1,CA - Congressional District 42,CA - Congressional District 42,2
ANES 2020-22 Social Media Study 20230705,2231,1,43,1,3,1,2,11,MT,4,8,0,1,1,1,4,6,0,0,0,0,1,5,1,2,2,2,2,2,1,1,1,2,2,2,2,2,-1,-1,-1,-1,2,MT - Congressional District (at Large),MT - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,2232,2,52,3,3,3,1,7,MD,3,5,1,1,2,3,4,2,0,0,0,0,2,2,2,2,14,2,2,2,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,MD - Congressional District 3,MD - Congressional District 3,3
ANES 2020-22 Social Media Study 20230705,2233,1,63,1,5,1,5,9,WI,2,3,0,1,1,1,2,1,0,0,0,0,1,3,1,2,1,2,2,2,1,1,1,4,2,1,2,2,-1,1,-1,-1,1,WI - Congressional District 7,-6,-7
ANES 2020-22 Social Media Study 20230705,2234,2,64,1,3,1,5,11,OR,4,9,1,1,1,1,2,2,0,0,0,0,2,3,2,2,12,1,2,1,2,1,1,2,2,1,2,2,-1,1,-1,-1,1,OR - Congressional District 2,OR - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,2235,2,55,1,5,5,1,5,CT,1,1,1,0,1,1,4,4,0,0,1,0,3,3,2,2,14,-1,2,1,2,2,2,3,2,1,2,1,-1,1,-1,1,1,CT - Congressional District 1,CT - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,2236,1,75,2,3,3,5,7,MO,2,4,1,1,2,1,2,2,0,0,0,0,2,4,1,2,1,1,2,1,2,1,1,1,2,1,2,2,-1,2,-1,-1,1,MO - Congressional District 1,MO - Congressional District 1,2
